NORMAL_WAR_PUPPET_NAME_SWI_PAR;$ORDER$Schweiz Intervention in Parma;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_QUE_SCO;$ORDER$Greenlandic War;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_SCO_QUE;$ORDER$Greenlandic War;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_NET_ETH;$ORDER$Koudrel Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_OUD_ETH;$ORDER$Oudlander Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_NUR_ETH;$ORDER$Nieuwlander Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_UNS_ETH;$ORDER$Unionist Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_HAE_ETH;$ORDER$Holy Australian Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ITA_ETH;$ORDER$Italian Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_JAR_ETH;$ORDER$Jardino Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_APU_ETH;$ORDER$Apugliese Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_SWI_ETH;$ORDER$Schweiz Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_SIB_ETH;$ORDER$Kriloskiy Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_OMS_ETH;$ORDER$Omskiy Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ESS_ETH;$ORDER$Yankee Intervention in Ma'ibeli Empire;;;;;;;;;;;;;
EVTNAME59000;The Delta War;;;;;;;;;;;;;
EVTDESC59000;In $YEAR$, a dozen of Greco-Coptic farmers crossed the border, claiming the land as theirs' and raiding some Misri villages. As the Greco-Coptic government refused to give explanations and allow investigation, war was seemingly inevitable.;;;;;;;;;;;;;x
EVT59000OPTA;Those cowards will learn when one should talk or be silent.;;;;;;;;;;;;;
EVTNAME357689;Ozpox;;;;;;;;;;;;;
EVTDESC357689;The sacred ruins of Koltsovo had been untouched by humans since the times of the Storm. Old sayings affirmed that those who disrupt its calm will awaken a curse upon all mankind. In $YEAR$ a group of scientists foolishly enter the place, and PUPPETd a plague which will be know until the next century as "Ozpox".;;;;;;;;;;;;;x
EVT357689OPTA;A doom for all humanity.;;;;;;;;;;;;;
EVTNAME357690;Ozpox Spreads!;;;;;;;;;;;;;
EVTDESC357690;Authorities have confirmed the presence of Ozpox in $PROVINCENAME$, with dozens already infected. While emergency measures are being enacted, the means by which the disease spreads are still unknown.;;;;;;;;;;;;;
EVT357690OPTA;We can only hope the best...;;;;;;;;;;;;;
EVTNAME357691;Ozpox arrives to $COUNTRY$;;;;;;;;;;;;;
EVTDESC357691;In recent days, a new disease known as "Ozpox" has been reported to be present in the country. The extent to which this plague has spread remains unknown.;;;;;;;;;;;;;
EVT357691OPTA;Blast.
EVTNAME357692;Infected Inmigrants;;;;;;;;;;;;;
EVTDESC357692;It has been discovered that several foreigners within our borders are infected with a new disease known as "Ozpox". As the nature and capabilities of this disease remain unknown, we should begin taking precautionary measures.;;;;;;;;;;;;;
EVT357692OPTA;Oz... What?!;;;;;;;;;;;;;
EVTNAME357693;National Emergency;;;;;;;;;;;;;
EVTDESC357693;The impact of Ozpox upon our nation has been devastating. Medical authorities now report thousands of cases across the country. In response, the cabinet has concluded that drastic measures are unavoidable, including the closure of our borders and the prohibition of public gatherings.;;;;;;;;;;;;;
EVT357693OPTA;Extraordinary times require extraordinary measures.;;;;;;;;;;;;;
EVTNAME357694;Precautive Isolation;;;;;;;;;;;;;
EVTDESC357694;A cloud of darkness is threatening our nation, and we cannot allow ourselves to be consumed by it. The rapid spread of the Ozpox disease has forced us to confront a danger unlike any we have faced before. As infection crosses borders and endangers our people, the state must act decisively.\n\nTherefore, $COUNTRY$ has resolved to close its borders in order to safeguard the survival of the nation.;;;;;;;;;;;;;
EVT357694OPTA;For the well-being of the people.;;;;;;;;;;;;;
EVTNAME357695001;Lifting the quarantine;;;;;;;;;;;;;
EVTDESC357695001;Now that our country can be declared free of Ozpox, there is no longer a need for quarantine and other policies, and they will be lifted. Nevertheless, strict border controls will remain in place to safeguard the health of the nation.;;;;;;;;;;;;;
EVTNAME357695002;Return of Normal Policy;;;;;;;;;;;;;
EVTDESC357695002;Now that Ozpox has ceased to be a major threat, the government has decided to repeal all policies enacted under the state of emergency.
EVT357695OPTA;A great future awaits!;;;;;;;;;;;;;
EVTNAME357696;A Cure for Ozpox?;;;;;;;;;;;;;
EVTDESC357696;Recently, a group of scientists working in our colonies has discovered that Ozpox has a significantly milder effect on the local population. Through further research, they have identified a closely related disease that has existed for generations among jungle communities.\n\nThe research team believes that this natural exposure may hold the key to developing a cure that could give us international prestige. However, they warn that substantial funding will be required to continue their work.;;;;;;;;;;;;;
EVT357696OPTA;Fund their work immediatly!;;;;;;;;;;;;;
EVT357696OPTB;Is too uncertain for the expense.;;;;;;;;;;;;;
EVTNAME357697;Vaccine Researchers Ask for More Budget;;;;;;;;;;;;;
EVTDESC357697;The research team responsible for the development of the Ozpox vaccine has submitted a request for additional funding, promising that their findings are in the right way.;;;;;;;;;;;;;
EVT357697OPTA;Ensuring their work is vital for our nation.;;;;;;;;;;;;;
EVT357697OPTB;We can provide limited support, for now.;;;;;;;;;;;;;
EVT357697OPTC;Money does not grow on trees...;;;;;;;;;;;;;
EVTNAME357698;The Ozpox Vaccine;;;;;;;;;;;;;
EVTDESC357698;Today, the $COUNTRY_ADJ$ Ozpox Vaccine Research Team has published its findings on the development of an Ozpox vaccine. The study reveals that, in certain regions of Africa, a virus closely related to the one responsible for Ozpox has long existed among local populations.\n\nResearchers have determined that exposure to the pustules caused by this related virus significantly strengthens the body's defenses against Ozpox. By carefully replicating this process under controlled conditions, scientists have confirmed it is possible to induce immunity without the severe effects of the disease itself.;;;;;;;;;;;;;
EVT357698OPTA;Splendid!;;;;;;;;;;;;;
EVTNAME357699;Outbreak of Ozpox;;;;;;;;;;;;;
EVTDESC357699;Ozpox, a highly contagious disease caused by the Variola virus, is estimated to have claimed close to 100 million lives during the 29th century. Only with the extensive vaccination campaigns of the 30th century was it finally declared eradicated in the year 3003. Yet such a future means nothing to you, people of the year $YEAR$. Despite your partial immunity, the Ozpox ghost still roams your world.;;;;;;;;;;;;;
EVT357699OPTA;Do whatever we can. Every life is precious!;;;;;;;;;;;;;
EVT357699OPTB;Weak and unable to resist, you say?;;;;;;;;;;;;;
EVTNAME260200;Conference Regarding Ma'ibeli's Future;;;;;;;;;;;;;
EVTDESC260200;As a consequence of the recent conference concerning the trade and colonization of Africa, it has been decided that a new conference will be convened to deliberate on the future of the Ma'ibeli Empire.\n\nThe conference will be attended by representatives of several nations involved in the colonization of Africa (including ourselves), as well as other interested powers. Its primary purpose will be to discuss the political and economic future of the Ma'ibeli Empire, and to define its prospective relationship with the wider international community.;;;;;;;;;;;;;
EVT260000OPTA;We must ensure the best future for the Ma'ibeli Empire.;;;;;;;;;;;;;
EVTNAME260201;The Ma'ibeli Conference;;;;;;;;;;;;;
EVTDESC260201;The Protocol of Progress and Culturization in the Ma'ibeli Empire, commonly known as the Ma'ibeli Conference, was a diplomatic summit held in $YEAR$ to discuss the future of the Ma'ibeli Empire. The main points of discussion concern the abolition of slavery, the establishment of free trade, the implementation of a mass education program, and the concession of ports throughout the empire. The members of the conference expect us to accept all these terms. However, in the end, the final decision rests with us.\n\n We must carefully consider the implications of our choice, as a negative response could lead to agression towards us.;;;;;;;;;;;;;
EVT260201OPTA;We must accept the terms of the conference. It is the best option for our future.;;;;;;;;;;;;;
EVT260201OPTB;We do not agree with some of the terms, but are willing to compromise.;;;;;;;;;;;;;
EVTNAME2602010;Ma'ibeli Accepted the Conference Terms;;;;;;;;;;;;;
EVTDESC2602010;After careful consideration, we have decided to accept the terms of the Ma'ibeli Conference. We believe that this is the best course of action for our future, as it will allow us to maintain a positive relationship with the powers involved in the colonization of Africa. We are committed to working together with our partners to ensure a prosperous future for all.;;;;;;;;;;;;;
EVT2602010OPTA;Surely this is the best path forward.;;;;;;;;;;;;;
EVTNAME260202;Ma'ibeli Conference: Concession of Assab;;;;;;;;;;;;;
EVTDESC260202;The port of Assab, located near the capital of the Ma'ibeli Empire, is the most important port in East Africa, as it lies at the crossroads between the Red Sea and the Indian Ocean, as well as being the gate of the Aksum Lake. As the leading power of the Ma'ibeli Conference, we are the ones who will receive the concession of this strategic port.;;;;;;;;;;;;;
EVT260202OPTA;We are glad to receive this concession.;;;;;;;;;;;;;
EVTNAME260203;Ma'ibeli Conference: Concession of Massawa;;;;;;;;;;;;;
EVTDESC260203;The port of Massawa, located in the province of Eritrea, is the second most important port of the Ma'ibeli Empire along the Red Sea coast. As part of the arrangements discussed during the Ma'ibeli Conference, the concession of this port is now to be granted to us.;;;;;;;;;;;;;
EVTNAME260204;Ma'ibeli Conference: Concession of Berbera;;;;;;;;;;;;;
EVTDESC260204;The province of Berbera, located near the Gulf of Aden, is considered the leading fishing city of the Ma'ibeli Empire. Under the agreements reached at the Ma'ibeli Conference, the concession of Berbera will be transferred to our control.
EVTNAME260205;Ma'ibeli Conference: Concession of Bosaso;;;;;;;;;;;;;
EVTDESC260205;The province of Bosaso, being the farthest port in continental Ma'ibeli, having a considerable ammount of population, is relevant for trade and commerce in the east provinces of Ma'ibeli. During the Ma'ibeli Conferences this province has been granted to us.;;;;;;;;;;;;;
EVTNAME260206;Ma'ibeli Conference: Concession of Socotra;;;;;;;;;;;;;
EVTDESC260206;The Socotran Archipelago, situated in the Western Arabian Sea, holds great strategic importance for controlling maritime traffic between the Red Sea and the Indian Ocean. This islands are conceded to us under the terms of the Ma'ibeli Conference.;;;;;;;;;;;;;
EVTNAME260207;Ma'ibeli Conference: Concession of Mogadishu;;;;;;;;;;;;;
EVTDESC260207;The port of Mogadishu, situated in the Coast of Pepper, its the most important port in the south of Ma'ibeli Empire, as it connects East and South Africa with the Indian Ocean, which make it relevant for international trade. In accordance with the agreements reached at the Ma'ibeli Conference, the concession of Mogadishu will be entrusted to us.;;;;;;;;;;;;;
EVTNAME260208;Ma'ibeli Complies About the Conference;;;;;;;;;;;;;
EVTDESC260208;The Ma'ibeli Empire has expressed its dissagreement with some of the terms of the Ma'ibeli conference, particularly those related to the free movement of people and the concession of ports. However, they have also stated that they are willing to compromise and work together with us to find a solution that benefits both parties. We, as the leading power of the Ma'ibeli Conference, have the choice to either accept their proposal (risking relations with the other powers) or reject it and do a military intervention to enforce the terms of the conference.;;;;;;;;;;;;;
EVT260208OPTA;They are not in a position to negotiate.;;;;;;;;;;;;;
EVT260208OPTB;We should accept their proposal and work together to find a solution.;;;;;;;;;;;;;
EVTNAME260209;Treaty of Typsbien;;;;;;;;;;;;;
EVTDESC260209;As the intervention in the Ma'ibeli Empire has been successful, the Treaty of Typsbien has been signed between the Ma'ibeli Empire and the powers involved in the conference. This treaty ensures the implementation of the terms agreed upon during the Ma'ibeli Conference, as well as the division of the Ma'ibeli Empire into several zones of influence.;;;;;;;;;;;;;
EVT260209OPTA;This treaty is a great achievement for our nation.;;;;;;;;;;;;;
EVTNAME260210;Treaty of Ma'ibeli City;;;;;;;;;;;;;
EVTDESC260210;The foreigners have not been able to achieve their military goals in our lands, and the Ma'ibeli Empire has been able to maintain its sovereignty. As a result, the Treaty of Ma'ibeli City has been signed between the Ma'ibeli Empire and the powers involved in the conference. This treaty ensures the respect of the sovereignty of the Ma'ibeli Empire. Their failure has given us access to a new world of technologies which will boost our development efforts.;;;;;;;;;;;;;
EVT260210OPTA;For the Empire, for Ma'ibeli!;;;;;;;;;;;;;
EVTNAME260211;Concession of Eritrea;;;;;;;;;;;;;
EVTDESC260211;As part of the Treaty of Typsbien, has been decided that the province of Eritrea will be conceded to us.;;;;;;;;;;;;;
EVTNAME260212;Concession of North Somaliland;;;;;;;;;;;;;
EVTDESC260212;As part of the Treaty of Typsbien, has been decided that the province of North Somaliland will be conceded to us.;;;;;;;;;;;;;
EVTNAME260213;Concession of South Somaliland;;;;;;;;;;;;;
EVTDESC260213;As part of the Treaty of Typsbien, has been decided that the province of South Somaliland will be conceded to us.;;;;;;;;;;;;;
EVTNAME260214;Concession of Mogadishu;;;;;;;;;;;;;
EVTDESC260214;As part of the Treaty of Typsbien, has been decided that the port of Mogadishu will be conceded to us.;;;;;;;;;;;;;
EVTNAME260215;Concession of Socotra;;;;;;;;;;;;;
EVTDESC260215;As part of the Treaty of Typsbien, has been decided that the Socotran Archipelago will be conceded to us.;;;;;;;;;;;;;
EVTNAME260216;Annexation of the Ma'ibeli Empire;;;;;;;;;;;;;
EVTDESC260216;As part of the Treaty of Typsbien, and as the leader of the Ma'ibeli Conference, we are the indicated power to control the Ma'ibeli Empire main provinces.;;;;;;;;;;;;;
EVTNAME260217;Concession of Sudan;;;;;;;;;;;;;
EVTDESC260217;As part of the Treaty of Typsbien, and for being the owners of Eritrea, has been decided that the provinces of Sudan will be conceded to us.;;;;;;;;;;;;;
EVTNAME260218;Conciliation with the Ma'ibeli Empire;;;;;;;;;;;;;
EVTDESC260218;Negotiations with the Ma'ibeli Empire have been successful, and we have reached an agreement that allows us to maintain a positive relationship with them while also ensuring our interests in the region. Now in the discussion of the share of influence with the other powers, we have the opportunity to secure a favorable position for ourselves (buying colonies and territory), or share the influence between all the parts involved.;;;;;;;;;;;;;
EVT260218OPTA;We are the right ones to lead the reformation of the Ma'ibeli Empire;;;;;;;;;;;;;
EVT260218OPTB;We should share the influence with the other powers.;;;;;;;;;;;;;
EVTNAME260219;Ma'ibeli Conference Ends;;;;;;;;;;;;;
EVTDESC260219;The Ma'ibeli Conference has been concluded, and all the terms declared has been accepted. Now that we sell our colonies and won the favor of a great power, we can expect a bright future for our nation meanwhile we choose the correct path.;;;;;;;;;;;;;
EVT260219OPTA;We have made the right choice for our future.;;;;;;;;;;;;;
EVTNAME260220;Ma'ibeli Conference Ends;;;;;;;;;;;;;
EVTDESC260220;The Ma'ibeli Conference has been concluded, and all the terms declared has been accepted. Now that we have secured our influence in the region, we can expect a bright future for our nation meanwhile we choose the correct path.;;;;;;;;;;;;;
EVT260220OPTA;We have made the right choice for our future.;;;;;;;;;;;;;
EVTNAME260221;Call of the Ma'ibeli Conference;;;;;;;;;;;;;
EVTDESC260221;The Ma'ibeli Conference has been called, and we owns territories in the Ma'ibeli Empire. The conference powers thinks we should bring back the province to Ma'ibeli, but we have the choice to either accept this proposal or reject it and risk a military conflict.;;;;;;;;;;;;;
EVT260221OPTA;We will cede the province to Ma'ibeli.;;;;;;;;;;;;;
EVT260221OPTB;Our might won't be questioned by this.;;;;;;;;;;;;;
EVTNAME2602220;$FROMCOUNTRY$ Refuses to Bring Back the Province;;;;;;;;;;;;;
EVTDESC2602220;Diplomats from $FROMCOUNTRY$ have informed us their refusal to cooperate with the Ma'ibeli Conference and we have two choices: Either we can accept their decision and let them keep the province, or we can declare war on them to enforce the terms of the conference.;;;;;;;;;;;;;
EVT260222OPTA;We will let them keep the province.;;;;;;;;;;;;;
EVT260222OPTB;Only violence can solve this.;;;;;;;;;;;;;
EVTNAME2602221;$FROMCOUNTRY$ Refuses to Bring Back the Province;;;;;;;;;;;;;
EVTDESC2602221;Diplomats from $FROMCOUNTRY$ have informed us their refusal to cooperate with the terms discussed in the Treaty of Typsbien and we have two choices: Either we can accept their decision and let them keep the province, or we can declare war on them to enforce the terms of the treaty.;;;;;;;;;;;;;
EVTNAME260230;Ma'ibeli Felt to Rebels;;;;;;;;;;;;;
EVTDESC260230;The Ma'ibeli Empire has been overthrown by a rebel faction, and the new government has expressed its desire to renegotiate the terms of the Ma'ibeli Conference. This new government is more hostile towards us, and we have the choice to intervene with the other powers to restore order (risking our legitimacy as the leader of the conference), or intervene alone to enforce the terms of the conference;;;;;;;;;;;;;
EVT260230OPTA;All the powers should intervene.;;;;;;;;;;;;;
EVT260230OPTB;We, as the leaders, will intervene alone.;;;;;;;;;;;;;
EVTNAME260231;Retaking Control of the Concessions;;;;;;;;;;;;;
EVTDESC260231;As the foreigners declared war on us, we have quickly overrun them and retaken control of the concessions.;;;;;;;;;;;;;
EVT260231OPTA;Their are rightfully ours.;;;;;;;;;;;;;
EVTNAME260232;Ma'ibeli Order Restored;;;;;;;;;;;;;
EVTDESC260232;Now that the Ma'ibeli Empire has been stabilized and the emperor has been restored to the throne by our intervention, we have demonstrated our power and influence in the region. We could assure our leadership in the Ma'ibeli Conference, and will be recognized as the dominant power in the region. The next step is the negotiation for the future of the Ma'ibeli Empire.;;;;;;;;;;;;;
EVT260232OPTA;See you in Typsbien!;;;;;;;;;;;;;
explore_the_naukograds_title;Explore the Naukograds;;;;;;;;;;;;;
explore_the_naukograds_desc;Untouched by centuries, the Naukograds were places of advance and progress in pre-stormic times. While locals think those are sacred and nobody should disturb their calm, we think they are a great opportunity for boost our technological advance efforts.;;;;;;;;;;;;;
ozpox_close_the_borders_title;Close the Borders;;;;;;;;;;;;;
ozpox_close_the_borders_desc;As Ozpox represents a global emergency that threatens our nation, closing our borders has become a necessary measure to preserve national security as long as possible.;;;;;;;;;;;;;
ozpox_preventive_quarantine_title;Preventive Quarantine;;;;;;;;;;;;;
ozpox_preventive_quarantine_desc;Ozpox is now in our country, we must declare a strict quarantine to prevent the collapse of the nation.;;;;;;;;;;;;;
ozpox_outbreak;Ozpox Outbreak;;;;;;;;;;;;;
pandemic_ozpox;Pandemic Ozpox;;;;;;;;;;;;;
pandemic_ozpox_desc;Ozpox is now on every corner of our nation, we have declared a National Emergency.;;;;;;;;;;;;;
ozpox_border_closure;Closed borders;;;;;;;;;;;
ozpox_border_closure_desc;For saving the health of our nation, we have decided to temporarily isolate the country.;;;;;;;;;;;;;
ozpox_cure_prestige;First Ozpox Vaccine;;;;;;;;;;;;;
ozpox_cure_prestige_desc;Our country has discovered the first vaccine against the Ozpox disease.;;;;;;;;;;;;;
quarantine_active;National Quarantine;;;;;;;;;;;;;
quarantine_active_desc;A disease is threatening the national health and we have enacted a quarantine.
maibeli_conference_attended;Ma'ibeli Conference Participant;;;;;;;;;;;;;